Date,Airport,Departure Punctuality %,Arrival Punctuality %,Avg Departure Schedule Delay,Avg Arrival Schedule Delay,Avg Departure - Arrival Schedule Delay,Operated Schedules %,Country,Month,Weekday,Weekday_Name,Is_Weekend,Season,Airport_Size,Delayed
2024-08-31,Paris Charles de Gaulle,48.69,65.47,27.28633721,20.31746747,6.968869742,98.16,France,8,5,Saturday,1,Summer,Large,1
2023-05-01,Nice,29.28,37.71,49.97790055,38.55752381,11.42037674,71.85,France,5,0,Monday,0,Spring,Medium,1
2023-04-18,Paris Charles de Gaulle,43.58,70.49,23.93026941,14.34237108,9.587898334,99.22,France,4,1,Tuesday,0,Spring,Large,1
2023-11-08,Nice,87.5,86.13,6.102941176,5.959367397,0.14357378,90.26,France,11,2,Wednesday,0,Autumn,Medium,0
2024-07-07,Paris Charles de Gaulle,53.82,74.52,23.16470588,13.58986587,9.574840011,95.29,France,7,6,Sunday,1,Summer,Large,1
2022-11-12,Nice,78.22,80.34,10.10891089,9.196438746,0.912472145,92.24,France,11,5,Saturday,1,Autumn,Medium,0
2025-07-24,Paris Charles de Gaulle,35.93,62.34,36.17256011,21.08551836,15.08704175,94.72,France,7,3,Thursday,0,Summer,Large,1
2023-03-28,Paris Charles de Gaulle,55.06,66.72,19.04422527,15.36530907,3.678916202,96.24,France,3,1,Tuesday,0,Spring,Large,1
2024-10-26,Nice,38.61,44.65,36.1399789,27.31708595,8.822892949,77.21,France,10,5,Saturday,1,Autumn,Medium,1
2024-06-14,Paris Charles de Gaulle,51.43,69.01,25.03428571,15.04931925,9.984966465,97.64,France,6,4,Friday,0,Summer,Large,1
2026-01-17,Paris Orly,71.37,81.94,14.76211454,10.09581498,4.666299559,95.42,France,1,5,Saturday,1,Winter,Medium,0
2022-03-07,Nice,82.95,84.62,7.899224806,6.291666667,1.60755814,88.96,France,3,0,Monday,0,Spring,Medium,0
2024-03-28,Paris Orly,69.92,81.6,14.7578125,10.49226667,4.265545833,95.54,France,3,3,Thursday,0,Spring,Medium,0
2024-05-10,Paris Orly,72.43,82.68,14.3255814,9.132407407,5.193173988,88.63,France,5,4,Friday,0,Spring,Medium,0
2022-10-15,Nice,65.85,76.22,18.5304878,14.82906504,3.701422764,92.93,France,10,5,Saturday,1,Autumn,Medium,1
2025-12-15,Paris Charles de Gaulle,45.67,61.53,26.33900929,18.95466567,7.384343619,97.6,France,12,0,Monday,0,Winter,Large,1
2022-11-06,Paris Orly,62.54,60.13,17.59866221,18.64894795,-1.050285744,96.24,France,11,6,Sunday,1,Autumn,Medium,1
2023-10-23,Paris Orly,68.28,73.72,16.67935549,15.05599194,1.623363545,93.63,France,10,0,Monday,0,Autumn,Medium,1
2025-05-27,Paris Charles de Gaulle,67.85,81.52,15.08296296,8.8869846,6.195978363,95.0,France,5,1,Tuesday,0,Spring,Large,1
2025-03-18,Paris Charles de Gaulle,74.44,81.89,12.93247588,8.102419793,4.830056091,94.03,France,3,1,Tuesday,0,Spring,Large,0
2026-05-08,Nice,75.21,75.1,12.02892562,10.84011065,1.18881497,86.93,France,5,4,Friday,0,Spring,Medium,0
2023-08-13,Nice,56.93,68.01,22.14963504,16.07022059,6.079414448,89.75,France,8,6,Sunday,1,Summer,Medium,1
2022-09-20,Paris Charles de Gaulle,64.11,79.9,16.38825449,10.90602377,5.482230715,97.19,France,9,1,Tuesday,0,Autumn,Large,1
2022-12-11,Paris Charles de Gaulle,44.44,62.38,30.77777778,21.14744802,9.630329763,98.07,France,12,6,Sunday,1,Winter,Large,1
2023-01-23,Nice,78.23,75.21,15.93548387,18.02336182,-2.087877952,92.09,France,1,0,Monday,0,Winter,Medium,1
2022-09-28,Paris Charles de Gaulle,61.09,76.01,17.30707395,10.95802269,6.349051265,97.66,France,9,2,Wednesday,0,Autumn,Large,1
2024-08-07,Nice,52.4,72.16,23.804,13.83921569,9.964784314,86.94,France,8,2,Wednesday,0,Summer,Medium,1
2023-10-28,Paris Orly,70.14,77.29,15.59027778,10.82943503,4.76084275,95.1,France,10,5,Saturday,1,Autumn,Medium,1
2025-01-06,Nice,48.41,53.85,23.44585987,21.20854701,2.237312864,91.53,France,1,0,Monday,0,Winter,Medium,1
2024-02-27,Nice,84.21,86.11,10.35964912,8.051080247,2.308568876,88.24,France,2,1,Tuesday,0,Winter,Medium,0
2025-09-02,Nice,64.07,84.89,22.2987013,13.37214815,8.926553151,82.13,France,9,1,Tuesday,0,Autumn,Medium,1
2026-01-13,Paris Orly,86.04,87.34,6.977477477,7.864628821,-0.887151343,94.49,France,1,1,Tuesday,0,Winter,Medium,0
2026-02-14,Nice,72.18,78.83,14.36842105,10.79793187,3.570489179,86.08,France,2,5,Saturday,1,Winter,Medium,0
2022-10-25,Nice,73.53,76.16,12.55882353,10.19602713,2.362796398,92.67,France,10,1,Tuesday,0,Autumn,Medium,0
2022-02-02,Paris Orly,90.28,94.56,4.194444444,3.075623583,1.118820862,84.48,France,2,2,Wednesday,0,Winter,Medium,0
2022-03-16,Paris Orly,86.16,91.15,8.263392857,3.96740413,4.295988727,96.57,France,3,2,Wednesday,0,Spring,Medium,0
2022-08-19,Nice,50.0,70.73,28.24166667,18.40433604,9.837330623,89.4,France,8,4,Friday,0,Summer,Medium,1
2022-09-06,Nice,56.84,69.79,24.54710526,15.54079861,9.006306652,89.91,France,9,1,Tuesday,0,Autumn,Medium,1
2025-03-20,Nice,80.77,79.75,12.8525641,11.51265823,1.339905875,90.23,France,3,3,Thursday,0,Spring,Medium,0
2023-11-10,Paris Orly,73.6,78.86,12.60066007,10.90894855,1.69171152,94.74,France,11,4,Friday,0,Autumn,Medium,0
2024-11-10,Paris Orly,60.38,84.91,16.03326923,7.887798742,8.145470489,94.22,France,11,6,Sunday,1,Autumn,Medium,1
2026-03-17,Paris Orly,90.09,93.72,5.844827586,4.322175732,1.522651854,94.72,France,3,1,Tuesday,0,Spring,Medium,0
2025-08-12,Paris Charles de Gaulle,58.27,77.23,21.46817539,14.15895804,7.30921735,95.23,France,8,1,Tuesday,0,Summer,Large,1
2022-10-24,Nice,56.97,68.24,25.91868687,19.55068627,6.368000594,86.6,France,10,0,Monday,0,Autumn,Medium,1
2025-04-27,Nice,47.84,56.83,31.82758621,26.76277533,5.064810877,88.39,France,4,6,Sunday,1,Spring,Medium,1
2025-01-11,Paris Charles de Gaulle,56.95,67.47,20.41304631,16.22954092,4.183505396,94.39,France,1,5,Saturday,1,Winter,Large,1
2023-04-01,Paris Orly,46.93,49.32,28.40789474,27.77277526,0.635119473,92.74,France,4,5,Saturday,1,Spring,Medium,1
2024-07-20,Nice,18.34,33.57,64.16608997,45.44368231,18.72240765,80.8,France,7,5,Saturday,1,Summer,Medium,1
2022-05-20,Paris Charles de Gaulle,31.34,56.6,34.66344178,22.19851485,12.46492693,96.73,France,5,4,Friday,0,Spring,Large,1
2023-02-21,Paris Orly,78.95,92.08,9.526315789,4.004339623,5.521976167,96.44,France,2,1,Tuesday,0,Winter,Medium,0
2022-05-13,Nice,69.57,75.8,16.647343,9.992009132,6.655333863,89.96,France,5,4,Friday,0,Spring,Medium,1
2022-10-18,Nice,76.3,81.37,12.29479769,8.208281573,4.086516114,91.41,France,10,1,Tuesday,0,Autumn,Medium,0
2022-12-05,Paris Charles de Gaulle,62.75,75.22,15.99082569,11.84803582,4.142789871,97.35,France,12,0,Monday,0,Winter,Large,1
2024-11-07,Nice,81.17,85.06,9.714285714,7.708333333,2.005952381,91.86,France,11,3,Thursday,0,Autumn,Medium,0
2024-01-04,Nice,76.87,82.58,11.44776119,10.0219697,1.425791497,90.0,France,1,3,Thursday,0,Winter,Medium,0
2024-12-20,Paris Orly,55.59,66.99,22.03947368,16.93627137,5.103202317,95.11,France,12,4,Friday,0,Winter,Medium,1
2023-05-17,Nice,46.45,60.79,25.46650869,17.89096916,7.575539526,88.54,France,5,2,Wednesday,0,Spring,Medium,1
2024-02-02,Paris Orly,65.37,83.9,14.34146341,8.098211382,6.243252033,97.16,France,2,4,Friday,0,Winter,Medium,0
2024-03-23,Nice,86.15,80.3,7.899230769,8.534090909,-0.63486014,95.0,France,3,5,Saturday,1,Spring,Medium,0
2023-06-15,Nice,58.59,67.78,18.78414097,16.3834728,2.400668166,89.51,France,6,3,Thursday,0,Summer,Medium,1
2025-06-14,Nice,56.42,71.69,20.83944954,16.41126332,4.428186223,89.92,France,6,5,Saturday,1,Summer,Medium,1
2024-03-29,Paris Orly,74.56,83.33,13.02787456,9.504050926,3.523823639,95.7,France,3,4,Friday,0,Spring,Medium,0
2023-10-18,Nice,76.8,74.07,13.40721649,14.47795414,-1.07073765,90.09,France,10,2,Wednesday,0,Autumn,Medium,0
2024-12-16,Paris Charles de Gaulle,58.04,76.69,20.48264984,12.73208078,7.750569065,96.15,France,12,0,Monday,0,Winter,Large,1
2023-04-16,Paris Charles de Gaulle,46.12,64.02,26.30584022,20.20807995,6.097760265,97.28,France,4,6,Sunday,1,Spring,Large,1
2025-02-09,Nice,73.2,75.66,11.39215686,10.53596491,0.85619195,89.71,France,2,6,Sunday,1,Winter,Medium,0
2023-01-29,Nice,79.85,86.26,10.26119403,6.614885496,3.646308534,93.24,France,1,6,Sunday,1,Winter,Medium,0
2024-12-24,Paris Charles de Gaulle,51.53,72.41,22.58617594,17.99373563,4.59244031,93.08,France,12,1,Tuesday,0,Winter,Large,1
2025-04-25,Paris Charles de Gaulle,62.6,77.71,16.86564885,11.54616147,5.319487389,97.65,France,4,4,Friday,0,Spring,Large,1
2025-12-22,Nice,68.1,72.61,15.7791411,14.04968153,1.729459576,89.13,France,12,0,Monday,0,Winter,Medium,1
2023-02-06,Paris Orly,78.29,83.59,11.27906977,8.813997396,2.465072372,96.28,France,2,0,Monday,0,Winter,Medium,0
2025-11-22,Nice,79.63,82.24,14.64814815,12.31152648,2.336621668,83.46,France,11,5,Saturday,1,Autumn,Medium,0
2022-08-16,Nice,53.05,65.15,25.86885759,18.71826599,7.150591597,91.02,France,8,1,Tuesday,0,Summer,Medium,1
2024-04-07,Paris Orly,75.83,89.21,11.58006042,5.663121693,5.91693873,94.59,France,4,6,Sunday,1,Spring,Medium,0
2024-07-04,Nice,59.85,70.42,18.01028501,12.33016432,5.680120687,88.5,France,7,3,Thursday,0,Summer,Medium,1
2023-05-06,Paris Orly,51.23,69.47,20.46315789,13.47327485,6.989883041,95.36,France,5,5,Saturday,1,Spring,Medium,1
2025-09-06,Paris Charles de Gaulle,62.18,70.62,17.02269289,14.0384359,2.984256992,96.67,France,9,5,Saturday,1,Autumn,Large,1
2024-09-06,Paris Charles de Gaulle,54.24,68.32,22.94444444,15.9946016,6.949842841,96.64,France,9,4,Friday,0,Autumn,Large,1
2024-02-04,Nice,83.94,87.5,7.948905109,5.072671569,2.876233541,93.88,France,2,6,Sunday,1,Winter,Medium,0
2024-11-11,Paris Orly,81.98,88.07,8.5,6.414220183,2.085779817,93.67,France,11,0,Monday,0,Autumn,Medium,0
2023-11-09,Nice,79.02,85.03,12.88811189,7.107369615,5.780742274,91.57,France,11,3,Thursday,0,Autumn,Medium,0
2024-10-22,Nice,72.77,81.82,12.30366492,9.342869875,2.960795046,91.9,France,10,1,Tuesday,0,Autumn,Medium,0
2024-03-05,Nice,86.99,86.36,8.634146341,7.810909091,0.823237251,91.97,France,3,1,Tuesday,0,Spring,Medium,0
2024-07-14,Paris Charles de Gaulle,45.49,60.27,29.62776957,21.4374752,8.190294373,95.94,France,7,6,Sunday,1,Summer,Large,1
2024-01-18,Paris Orly,36.46,67.02,32.4375,20.98298429,11.45451571,95.57,France,1,3,Thursday,0,Winter,Medium,1
2022-09-10,Paris Orly,67.14,74.91,16.28268551,13.51354535,2.769140165,97.59,France,9,5,Saturday,1,Autumn,Medium,1
2025-06-12,Nice,50.82,72.09,25.2704918,14.51511628,10.75537552,92.51,France,6,3,Thursday,0,Summer,Medium,1
2022-01-30,Warsaw Chopin,68.75,77.78,17.103125,10.6034188,6.499706197,96.38,Poland,1,6,Sunday,1,Winter,Medium,1
2022-04-10,Warsaw Chopin,41.77,38.31,38.53639241,39.9547619,-1.4183695,97.62,Poland,4,6,Sunday,1,Spring,Medium,1
2023-11-10,Warsaw Chopin,86.78,89.96,7.239941263,5.744541485,1.495399778,97.52,Poland,11,4,Friday,0,Autumn,Medium,0
